,simulation,run_time
0,0,0.21831393241882324
1,1,0.19124841690063477
2,2,0.20039892196655273
3,3,0.20734477043151855
4,4,0.21833443641662598
5,5,0.20352745056152344
6,6,0.2219851016998291
7,7,0.24243807792663574
8,8,0.21150422096252441
9,9,0.2099926471710205
10,10,0.20358586311340332
11,11,0.1982421875
12,12,0.22374749183654785
13,13,0.18679332733154297
14,14,0.19764232635498047
15,15,0.1978302001953125
16,16,0.19289803504943848
17,17,0.2006206512451172
18,18,0.2209184169769287
19,19,0.20102524757385254
20,20,0.23143243789672852
21,21,0.26162195205688477
22,22,0.19585299491882324
23,23,0.2146599292755127
24,24,0.19744467735290527
25,25,0.20481514930725098
26,26,0.19533514976501465
27,27,0.21129775047302246
28,28,0.2040715217590332
29,29,0.21598052978515625
30,30,0.21052837371826172
31,31,0.21030545234680176
32,32,0.19492745399475098
33,33,0.2238292694091797
34,34,0.26568174362182617
35,35,0.20328640937805176
36,36,0.19710373878479004
37,37,0.1991746425628662
38,38,0.21074676513671875
39,39,0.19770359992980957
