,simulation,run_time
0,0,0.6265220642089844
1,1,0.5724844932556152
2,2,0.5793447494506836
3,3,0.5888280868530273
4,4,0.5856032371520996
5,5,0.6287333965301514
6,6,0.5748214721679688
7,7,0.5882644653320312
8,8,0.5827248096466064
9,9,0.5802500247955322
10,10,0.5781121253967285
11,11,0.6309003829956055
12,12,0.5762255191802979
13,13,0.5816543102264404
14,14,0.5771758556365967
15,15,0.5819892883300781
16,16,0.6387715339660645
17,17,0.5788519382476807
18,18,0.5893182754516602
19,19,0.5771627426147461
20,20,0.5799651145935059
21,21,0.5886387825012207
22,22,0.6375799179077148
23,23,0.5809621810913086
24,24,0.5869615077972412
25,25,0.5824551582336426
26,26,0.5817513465881348
27,27,0.6259617805480957
28,28,0.5742177963256836
29,29,0.5797460079193115
30,30,0.5764815807342529
31,31,0.5803046226501465
32,32,0.576981782913208
33,33,0.6296238899230957
34,34,0.5723140239715576
35,35,0.5796127319335938
36,36,0.5795371532440186
37,37,0.5802221298217773
38,38,0.6302196979522705
39,39,0.5747585296630859
