,percentile,R,rho,sojourn_err,abs_sojourn_err,method
841,0.99,9,0.5,0.277777777777775,1.3499999999999703,B
842,0.99,9,0.51,0.25153374233128606,1.2299999999999738,B
843,0.99,9,0.52,0.22312373225151969,1.0999999999999783,B
844,0.99,9,0.53,0.20404040404040222,1.0099999999999785,B
845,0.99,9,0.54,0.182364729458916,0.9099999999999797,B
846,0.99,9,0.55,0.16566866267464903,0.8299999999999814,B
847,0.99,9,0.56,0.1488095238095225,0.749999999999984,B
848,0.99,9,0.57,0.13163064833005778,0.6699999999999857,B
849,0.99,9,0.58,0.11478599221789784,0.5899999999999874,B
850,0.99,9,0.59,0.09826589595375639,0.5099999999999891,B
851,0.99,9,0.6,0.09003831417624408,0.4699999999999882,B
852,0.99,9,0.61,0.07372400756143589,0.3899999999999908,B
853,0.99,9,0.62,0.06367041198501786,0.339999999999991,B
854,0.99,9,0.63,0.05565862708719789,0.2999999999999927,B
855,0.99,9,0.64,0.04587155963302732,0.24999999999999556,B
856,0.99,9,0.65,0.03435804701627442,0.18999999999999506,B
857,0.99,9,0.66,0.02499999999999996,0.1399999999999979,C
858,0.99,9,0.67,0.017636684303350674,0.09999999999999698,C
859,0.99,9,0.68,0.01043478260869557,0.05999999999999872,B
860,0.99,9,0.69,-0.0017064846416383636,-0.010000000000000675,B
861,0.99,9,0.7,-0.008403361344537752,-0.049999999999998934,B
862,0.99,9,0.71,-0.018151815181518018,-0.10999999999999766,B
863,0.99,9,0.72,-0.025974025974025646,-0.1599999999999957,B
864,0.99,9,0.73,-0.03503184713375785,-0.2199999999999962,B
865,0.99,9,0.74,-0.04225352112676014,-0.26999999999999336,B
866,0.99,9,0.75,-0.05214723926380346,-0.33999999999999364,B
867,0.99,9,0.76,-0.06437125748502964,-0.4299999999999917,B
868,0.99,9,0.77,-0.07467057101024828,-0.5099999999999882,B
869,0.99,9,0.78,-0.0897435897435893,-0.6299999999999875,A
870,0.99,9,0.79,-0.10416666666666613,-0.7499999999999849,A
871,0.99,9,0.8,-0.12398921832884033,-0.9199999999999813,A
872,0.99,9,0.81,-0.14136125654450168,-1.079999999999976,A
873,0.99,9,0.82,-0.1596958174904935,-1.259999999999974,A
874,0.99,9,0.83,-0.18115055079559253,-1.4799999999999676,A
875,0.99,9,0.84,-0.20470588235294004,-1.739999999999962,A
876,0.99,9,0.85,-0.22911963882618394,-2.0299999999999567,A
877,0.99,9,0.86,-0.2588614393125659,-2.4099999999999486,A
878,0.99,9,0.87,-0.28775510204081495,-2.819999999999939,A
879,0.99,9,0.88,-0.32211538461538336,-3.3499999999999304,A
880,0.99,9,0.89,-0.3570784490531996,-3.959999999999914,A
881,0.99,9,0.9,-0.39411764705882196,-4.689999999999899,A
882,0.99,9,0.91,-0.4383667180277335,-5.6899999999998805,A
883,0.99,9,0.92,-0.4828311142256467,-6.889999999999852,A
884,0.99,9,0.93,-0.529634300126102,-8.399999999999821,A
885,0.99,9,0.94,-0.5796213808463319,-10.410000000000124,A
886,0.99,9,0.95,-0.6349737219302576,-13.29000000000059,A
887,0.99,9,0.96,-0.9710661910424111,-24.500000000001144,F
888,0.99,9,0.97,-0.9707893101305177,-31.240000000002166,C
889,0.99,9,0.98,-0.9470853947085388,-44.029999999999326,C
890,0.99,9,0.99,-0.9825312355391037,-84.9300000000073,F
891,0.99,10,0.01,0.030973451327433323,0.13999999999999702,D
892,0.99,10,0.02,0.03964757709251042,0.17999999999999527,D
893,0.99,10,0.03,0.04148471615720483,0.18999999999999595,D
894,0.99,10,0.04,0.05240174672489012,0.239999999999994,D
895,0.99,10,0.05,0.06331877729257579,0.2899999999999938,D
896,0.99,10,0.06,0.07173913043478172,0.3299999999999921,D
897,0.99,10,0.07,0.0802603036876348,0.3699999999999921,D
898,0.99,10,0.08,0.09347826086956432,0.42999999999999083,D
899,0.99,10,0.09,0.10195227765726603,0.46999999999999087,D
900,0.99,10,0.1,0.11279826464208115,0.519999999999988,D
901,0.99,10,0.11,0.12364425162689685,0.5699999999999878,D
902,0.99,10,0.12,0.13449023861171255,0.6199999999999877,D
903,0.99,10,0.13,0.1453362255965279,0.6699999999999857,D
904,0.99,10,0.14,0.1586956521739117,0.7299999999999853,D
905,0.99,10,0.15,0.1695652173913027,0.7799999999999834,D
906,0.99,10,0.16,0.17787418655097442,0.8199999999999825,D
907,0.99,10,0.17,0.18655097613882665,0.8599999999999808,D
908,0.99,10,0.18,0.19739696312364255,0.9099999999999815,D
909,0.99,10,0.19,0.20824295010845786,0.9599999999999795,D
910,0.99,10,0.2,0.2169197396963103,0.9999999999999787,D
911,0.99,10,0.21,0.2277657266811258,1.0499999999999776,D
912,0.99,10,0.22,0.2386117136659413,1.0999999999999766,D
913,0.99,10,0.23,0.24458874458874244,1.1299999999999768,D
914,0.99,10,0.24,0.25541125541125315,1.1799999999999757,D
915,0.99,10,0.25,0.2640692640692615,1.219999999999974,D
916,0.99,10,0.26,0.27765726681127717,1.2799999999999727,D
917,0.99,10,0.27,0.28354978354978083,1.309999999999972,D
918,0.99,10,0.28,0.2922077922077896,1.3499999999999721,D
919,0.99,10,0.29,0.3030303030303003,1.399999999999971,D
920,0.99,10,0.3,0.3116883116883087,1.4399999999999693,D
921,0.99,10,0.31,0.32034632034631727,1.4799999999999685,D
922,0.99,10,0.32,0.3311688311688276,1.5299999999999656,D
923,0.99,10,0.33,0.336933045356368,1.5599999999999659,D
924,0.99,10,0.34,0.3455723542116595,1.599999999999965,D
925,0.99,10,0.35,0.3534482758620658,1.639999999999966,D
926,0.99,10,0.36,0.3620689655172381,1.679999999999965,D
927,0.99,10,0.37,0.36774193548386763,1.7099999999999644,D
928,0.99,10,0.38,0.3784946236559102,1.7599999999999616,D
929,0.99,10,0.39,0.38412017167381607,1.7899999999999618,D
930,0.99,10,0.4,0.38972162740898986,1.8199999999999612,D
931,0.99,10,0.41,0.3974358974358936,1.8599999999999604,D
932,0.99,10,0.42,0.40298507462686195,1.8899999999999597,D
933,0.99,10,0.43,0.40851063829786854,1.919999999999959,D
934,0.99,10,0.44,0.4161358811040303,1.959999999999959,D
935,0.99,10,0.45,0.42462845010615335,1.9999999999999583,D
936,0.99,10,0.46,0.41014799154333653,1.9399999999999586,C
937,0.99,10,0.47,0.37763713080168443,1.7899999999999627,C
938,0.99,10,0.48,0.34453781512604703,1.6399999999999642,C
939,0.99,10,0.49,0.3165618448637286,1.5099999999999678,C
940,0.99,10,0.5,0.2928870292886998,1.3999999999999684,B
941,0.99,10,0.51,0.26403326403326177,1.2699999999999738,B
942,0.99,10,0.52,0.23760330578512198,1.1499999999999764,B
943,0.99,10,0.53,0.21355236139630154,1.039999999999976,B
944,0.99,10,0.54,0.1942740286298551,0.9499999999999797,B
945,0.99,10,0.55,0.17241379310344693,0.8499999999999828,B
946,0.99,10,0.56,0.15322580645161152,0.7599999999999838,B
947,0.99,10,0.57,0.1339999999999988,0.6699999999999857,B
948,0.99,10,0.58,0.11706349206349086,0.5899999999999865,B
949,0.99,10,0.59,0.10039370078740051,0.5099999999999882,B
950,0.99,10,0.6,0.08593749999999944,0.4399999999999915,B
951,0.99,10,0.61,0.06963249516440963,0.3599999999999932,B
952,0.99,10,0.62,0.05353728489483684,0.27999999999999314,B
953,0.99,10,0.63,0.04166666666666632,0.2199999999999953,B
954,0.99,10,0.64,0.030018761726078376,0.1599999999999957,B
955,0.99,10,0.65,0.018552875695732687,0.09999999999999787,B
956,0.99,10,0.66,0.007339449541284508,0.040000000000000036,B
957,0.99,10,0.67,-0.007233273056057967,-0.040000000000000036,B
958,0.99,10,0.68,-0.017857142857142714,-0.09999999999999787,B
959,0.99,10,0.69,-0.029929577464788346,-0.1699999999999955,B
960,0.99,10,0.7,-0.03993055555555524,-0.2299999999999951,B
961,0.99,10,0.71,-0.05128205128205089,-0.2999999999999936,B
962,0.99,10,0.72,-0.06386554621848692,-0.3799999999999919,B
963,0.99,10,0.73,-0.07284768211920489,-0.4399999999999915,B
964,0.99,10,0.74,-0.08603896103896043,-0.5299999999999887,B
965,0.99,10,0.75,-0.09872611464968095,-0.6199999999999877,B
966,0.99,10,0.76,-0.1107644305772222,-0.709999999999984,B
967,0.99,10,0.77,-0.12499999999999914,-0.8199999999999825,B
968,0.99,10,0.78,-0.1373134328358201,-0.9199999999999813,B
969,0.99,10,0.79,-0.15406976744185946,-1.0599999999999774,B
970,0.99,10,0.8,-0.16973125884016865,-1.1999999999999744,B
971,0.99,10,0.81,-0.19067215363511544,-1.3899999999999704,A
972,0.99,10,0.82,-0.2114361702127647,-1.589999999999966,A
973,0.99,10,0.83,-0.2342342342342329,-1.8199999999999612,A
974,0.99,10,0.84,-0.25990099009900836,-2.0999999999999543,A
975,0.99,10,0.85,-0.284523809523808,-2.389999999999949,A
976,0.99,10,0.86,-0.31050228310502115,-2.719999999999941,A
977,0.99,10,0.87,-0.3423618634886224,-3.1599999999999326,A
978,0.99,10,0.88,-0.37627811860940524,-3.6799999999999216,A
979,0.99,10,0.89,-0.4090471607314709,-4.249999999999911,A
980,0.99,10,0.9,-0.44910714285714126,-5.029999999999895,A
981,0.99,10,0.91,-0.4905660377358473,-5.9799999999998725,A
982,0.99,10,0.92,-0.5321856287425133,-7.109999999999849,A
983,0.99,10,0.93,-0.5764309764309746,-8.559999999999816,A
984,0.99,10,0.94,-0.6229898749255524,-10.459999999999916,A
985,0.99,10,0.95,-0.6728205128205218,-13.120000000000342,A
986,0.99,10,0.96,-0.968645484949834,-23.17000000000094,F
987,0.99,10,0.97,-0.9692755498059529,-29.970000000002038,C
988,0.99,10,0.98,-0.9461824546051187,-43.24999999999948,C
989,0.99,10,0.99,-0.9825554528650661,-85.05000000000737,F
990,0.999,1,0.01,-0.5944751381215441,-5.379999999999885,F
991,0.999,1,0.02,-0.4960526315789447,-3.769999999999922,F
992,0.999,1,0.03,-0.395770392749242,-2.6199999999999433,F
993,0.999,1,0.04,-0.37237237237236986,-2.479999999999947,F
994,0.999,1,0.05,-0.34234234234234007,-2.2799999999999514,F
995,0.999,1,0.06,-0.3668965517241355,-2.6599999999999415,F
996,0.999,1,0.07,-0.36578947368420844,-2.7799999999999416,F
997,0.999,1,0.08,-0.3512132822477628,-2.7499999999999396,F
998,0.999,1,0.09,-0.34554334554334376,-2.8299999999999406,F
999,0.999,1,0.1,-0.3127272727272709,-2.579999999999944,F
1000,0.999,1,0.11,-0.27710843373493826,-2.299999999999951,F
1001,0.999,1,0.12,-0.23253012048192637,-1.929999999999958,F
1002,0.999,1,0.13,-0.20070838252656312,-1.699999999999962,F
1003,0.999,1,0.14,-0.16473317865429138,-1.4199999999999688,F
1004,0.999,1,0.15,-0.12785388127853817,-1.1199999999999761,F
1005,0.999,1,0.16,-0.09709821428571362,-0.8699999999999797,F
1006,0.999,1,0.17,-0.06050605060506021,-0.5499999999999883,F
1007,0.999,1,0.18,-0.06360792492179343,-0.6099999999999888,F
1008,0.999,1,0.19,-0.06646825396825368,-0.6699999999999857,F
1009,0.999,1,0.2,-0.03152709359605897,-0.3199999999999932,F
1010,0.999,1,0.21,-0.007759456838021305,-0.0799999999999983,F
1011,0.999,1,0.22,0.014326647564470026,0.14999999999999858,F
1012,0.999,1,0.23,0.0018214936247723057,0.019999999999999574,F
1013,0.999,1,0.24,-0.014731369150779688,-0.1699999999999946,F
1014,0.999,1,0.25,-0.026556016597510276,-0.3199999999999932,F
1015,0.999,1,0.26,-0.0024752475247523196,-0.029999999999997584,F
1016,0.999,1,0.27,0.00728744939271267,0.08999999999999986,F
1017,0.999,1,0.28,0.019154030327214903,0.23999999999999844,D
1018,0.999,1,0.29,0.038125496425734574,0.47999999999998977,D
1019,0.999,1,0.3,0.057753164556961674,0.7299999999999827,D
1020,0.999,1,0.31,0.07288401253918456,0.9299999999999784,D
1021,0.999,1,0.32,0.08185328185328157,1.0599999999999774,D
1022,0.999,1,0.33,0.08966565349544041,1.1799999999999748,D
1023,0.999,1,0.34,0.08173784977908662,1.1099999999999763,D
1024,0.999,1,0.35,0.085137085137085,1.1799999999999766,D
1025,0.999,1,0.36,0.08292340126493299,1.1799999999999748,D
1026,0.999,1,0.37,0.08076659822039663,1.179999999999973,D
1027,0.999,1,0.38,0.07723035952064093,1.1600000000000055,D
1028,0.999,1,0.39,0.0892974392646157,1.3600000000000723,D
1029,0.999,1,0.4,0.09812782440285173,1.5200000000001452,D
1030,0.999,1,0.41,0.10512982900571606,1.6600000000002257,D
1031,0.999,1,0.42,0.08419139915204359,1.3900000000002208,D
1032,0.999,1,0.43,0.08186101295643303,1.3900000000002208,D
1033,0.999,1,0.44,0.07956496851747125,1.3900000000002173,D
1034,0.999,1,0.45,0.09070422535212698,1.6100000000002517,D
1035,0.999,1,0.46,0.0738512035011056,1.3500000000002146,A
1036,0.999,1,0.47,0.04857444561774741,0.9200000000001438,A
1037,0.999,1,0.48,0.016137165910239292,0.32000000000005,A
1038,0.999,1,0.49,0.021934197407779733,0.4400000000000688,A
1039,0.999,1,0.5,0.013579049466539183,0.28000000000004377,A
1040,0.999,1,0.51,0.008030231459613384,0.17000000000001947,C
1041,0.999,1,0.52,-0.004564125969877352,-0.10000000000001563,C
1042,0.999,1,0.53,-0.014997794441995676,-0.34000000000005315,C
1043,0.999,1,0.54,-0.02843803056027502,-0.6700000000001047,C
1044,0.999,1,0.55,-0.021232306411326222,-0.5100000000000762,C
1045,0.999,1,0.56,-0.018270401948844807,-0.4500000000000668,C
1046,0.999,1,0.57,-0.013476020610385959,-0.34000000000005315,C
1047,0.999,1,0.58,-0.01573292402149056,-0.4100000000000641,C
1048,0.999,1,0.59,-0.005634861006762293,-0.1500000000000199,C
1049,0.999,1,0.6,-0.014774774774776263,-0.4100000000000641,C
1050,0.999,1,0.61,0.002837885775097708,0.08000000000000895,C
1051,0.999,1,0.62,0.005498281786941988,0.16000000000002146,C
1052,0.999,1,0.63,-0.005901639344262837,-0.18000000000002814,C
1053,0.999,1,0.64,-0.004117833386126322,-0.13000000000001677,C
1054,0.999,1,0.65,0.0024562480810553225,0.07999999999997698,C
1055,0.999,1,0.66,0.00921796015462171,0.30999999999994543,C
1056,0.999,1,0.67,0.007993148729658336,0.2799999999999443,C
1057,0.999,1,0.68,0.014057331863282237,0.5099999999998985,C
1058,0.999,1,0.69,0.0033986928104565686,0.12999999999996703,C
1059,0.999,1,0.7,-0.0012456402590927311,-0.04999999999998295,C
1060,0.999,1,0.71,-0.0014330069262000196,-0.05999999999999517,A
1061,0.999,1,0.72,-0.005926601322086991,-0.2599999999999554,A
1062,0.999,1,0.73,-0.01129698023028234,-0.5199999999998894,A
1063,0.999,1,0.74,-0.010412328196583191,-0.49999999999991473,A
1064,0.999,1,0.75,-0.028191072826933547,-1.4399999999997206,A
1065,0.999,1,0.76,-0.027001687605471003,-1.4399999999997135,A
1066,0.999,1,0.77,-0.04807017543858902,-2.7399999999994407,A
1067,0.999,1,0.78,-0.07165058072958262,-4.379999999999129,A
1068,0.999,1,0.79,-0.07836747361886442,-5.049999999999315,A
1069,0.999,1,0.8,-0.08615113202002164,-5.8600000000016905,A
1070,0.999,1,0.81,-0.09948803099493111,-7.190000000003678,A
1071,0.999,1,0.82,-0.10612619703533932,-8.090000000004139,A
1072,0.999,1,0.83,-0.13539987600750136,-10.920000000005572,D
1073,0.999,1,0.84,-0.17965669218286512,-15.490000000007925,D
1074,0.999,1,0.85,-0.20884466556116868,-18.890000000009664,D
1075,0.999,1,0.86,-0.2632062002856385,-25.810000000013204,D
1076,0.999,1,0.87,-0.32203705427811086,-34.590000000017696,D
1077,0.999,1,0.88,-0.3659486114716975,-42.300000000021655,D
1078,0.999,1,0.89,-0.4261683726098208,-53.71000000002746,F
1079,0.999,1,0.9,-0.505676029690089,-69.49000000002214,F
1080,0.999,1,0.91,-0.5989667420084304,-92.7500000000079,F
1081,0.999,1,0.92,-0.6859826834927141,-121.2199999999867,F
1082,0.999,1,0.93,-0.7290478279947104,-132.9199999999804,F
1083,0.999,1,0.94,-0.7429793769196764,-135.4599999999799,F
1084,0.999,1,0.95,-0.6012505484861309,-109.61999999997886,F
1085,0.999,1,0.96,-0.9968736287845543,-181.74999999997917,F
1086,0.999,1,0.97,-0.9954475647213684,-181.48999999997915,C
1087,0.999,1,0.98,-0.985519964896883,-179.67999999997917,C
1088,0.999,1,0.99,-0.9909499780605519,-180.66999999997915,F
1089,0.999,2,0.01,-0.06266666666666618,-0.4699999999999891,D
1090,0.999,2,0.02,0.05589123867069463,0.369999999999993,F
1091,0.999,2,0.03,-0.004531722054380635,-0.02999999999999936,F
1092,0.999,2,0.04,-0.014619883040935578,-0.09999999999999787,F
1093,0.999,2,0.05,0.10979228486646798,0.7399999999999833,D
1094,0.999,2,0.06,-0.829305135951659,-5.489999999999902,F
1095,0.999,2,0.07,0.16163141993957597,1.0699999999999772,D
1096,0.999,2,0.08,0.13226744186046427,0.9099999999999806,D
1097,0.999,2,0.09,0.1468023255813944,1.0099999999999785,D
1098,0.999,2,0.1,0.16279069767441756,1.1199999999999761,D
1099,0.999,2,0.11,0.17732558139534768,1.219999999999974,D
1100,0.999,2,0.12,0.1815561959654167,1.2599999999999731,D
1101,0.999,2,0.13,0.11394101876675548,0.8499999999999828,D
1102,0.999,2,0.14,0.1273458445040208,0.9499999999999806,D
1103,0.999,2,0.15,0.13770053475935737,1.0299999999999772,D
1104,0.999,2,0.16,0.1524064171122987,1.1399999999999766,D
1105,0.999,2,0.17,0.164218958611481,1.2299999999999738,D
1106,0.999,2,0.18,0.15424836601307113,1.1799999999999757,D
1107,0.999,2,0.19,0.18253968253968147,1.3799999999999706,D
1108,0.999,2,0.2,0.18146214099216604,1.3899999999999704,D
1109,0.999,2,0.21,0.18652849740932534,1.4399999999999693,D
1110,0.999,2,0.22,0.18974358974358865,1.4799999999999685,D
1111,0.999,2,0.23,0.2007672634271087,1.5699999999999656,D
1112,0.999,2,0.24,0.19322459222082716,1.539999999999968,D
1113,0.999,2,0.25,0.18742293464858092,1.5199999999999676,D
1114,0.999,2,0.26,0.17187499999999886,1.4299999999999677,D
1115,0.999,2,0.27,0.1720047449584807,1.449999999999969,D
1116,0.999,2,0.28,0.1874258600237238,1.5799999999999663,D
1117,0.999,2,0.29,0.19294117647058748,1.6399999999999668,D
1118,0.999,2,0.3,0.19141531322505703,1.6499999999999648,D
1119,0.999,2,0.31,0.2034682080924847,1.7599999999999643,D
1120,0.999,2,0.32,0.19074492099322704,1.689999999999964,D
1121,0.999,2,0.33,0.17582417582417498,1.599999999999966,D
1122,0.999,2,0.34,0.18320610687022815,1.6799999999999642,D
1123,0.999,2,0.35,0.17270788912579896,1.6199999999999672,D
1124,0.999,2,0.36,0.1685863874345542,1.6099999999999657,D
1125,0.999,2,0.37,0.17305699481865203,1.6699999999999644,D
1126,0.999,2,0.38,0.1762295081967205,1.7199999999999633,D
1127,0.999,2,0.39,0.1601990049751235,1.609999999999964,D
1128,0.999,2,0.4,0.1678183613030595,1.6999999999999638,D
1129,0.999,2,0.41,0.1524448705656753,1.589999999999966,D
1130,0.999,2,0.42,0.14971751412429332,1.5899999999999679,D
1131,0.999,2,0.43,0.15013901760889634,1.6199999999999637,D
1132,0.999,2,0.44,0.14845173041894275,1.6299999999999635,D
1133,0.999,2,0.45,0.1508078994613999,1.679999999999966,D
1134,0.999,2,0.46,0.14889867841409635,1.689999999999964,D
1135,0.999,2,0.47,0.13515825491873346,1.5799999999999663,D
1136,0.999,2,0.48,0.11956521739130391,1.4299999999999695,B
1137,0.999,2,0.49,0.09558823529411714,1.1699999999999733,B
1138,0.999,2,0.5,0.0742218675179568,0.929999999999982,C
1139,0.999,2,0.51,0.059514487079091266,0.759999999999982,C
1140,0.999,2,0.52,0.04447852760736208,0.5799999999999912,C
1141,0.999,2,0.53,0.046423135464231054,0.6099999999999852,C
1142,0.999,2,0.54,0.035740878629933005,0.47999999999999154,C
1143,0.999,2,0.55,0.02543604651162782,0.34999999999999254,C
1144,0.999,2,0.56,0.01488306165839825,0.20999999999999552,A
1145,0.999,2,0.57,0.00622837370242225,0.08999999999999986,A
1146,0.999,2,0.58,-0.02952755905511802,-0.4499999999999904,A
1147,0.999,2,0.59,-0.03211303789338473,-0.4999999999999911,A
1148,0.999,2,0.6,-0.039350405996252454,-0.6299999999999901,A
1149,0.999,2,0.61,-0.05304400241109665,-0.8800000000000825,A
1150,0.999,2,0.62,-0.05741066198009143,-0.9800000000001532,A
1151,0.999,2,0.63,-0.05825242718447533,-1.0200000000001594,A
1152,0.999,2,0.64,-0.06515737161790074,-1.1800000000001845,A
1153,0.999,2,0.65,-0.07883597883599068,-1.4900000000002365,A
1154,0.999,2,0.66,-0.07434176561694432,-1.4400000000002287,A
1155,0.999,2,0.67,-0.07688467299052482,-1.5400000000002372,A
1156,0.999,2,0.68,-0.07010710808180136,-1.4400000000002287,A
1157,0.999,2,0.69,-0.07792813812413524,-1.670000000000261,A
1158,0.999,2,0.7,-0.08366890380314249,-1.8700000000002923,A
1159,0.999,2,0.71,-0.08084738434933966,-1.8700000000002923,A
1160,0.999,2,0.72,-0.08028286189684809,-1.9300000000003052,A
1161,0.999,2,0.73,-0.08320063694268456,-2.0900000000003303,A
1162,0.999,2,0.74,-0.08488770460602338,-2.230000000000345,A
1163,0.999,2,0.75,-0.0936936936937034,-2.6000000000004135,A
1164,0.999,2,0.76,-0.10064824292051457,-2.950000000000461,A
1165,0.999,2,0.77,-0.10188189487346803,-3.140000000000491,A
1166,0.999,2,0.78,-0.11562974203338457,-3.8100000000002545,A
1167,0.999,2,0.79,-0.10898550724636251,-3.7599999999996925,A
1168,0.999,2,0.8,-0.10465436518862874,-3.799999999999251,A
1169,0.999,2,0.81,-0.10263089346181611,-3.939999999999216,A
1170,0.999,2,0.82,-0.12124849939973496,-5.049999999998995,A
1171,0.999,2,0.83,-0.12707306140741606,-5.669999999998865,A
1172,0.999,2,0.84,-0.1313532733737476,-6.279999999998751,A
1173,0.999,2,0.85,-0.13429631075539414,-6.879999999998624,A
1174,0.999,2,0.86,-0.1312316715542316,-7.1599999999985755,A
1175,0.999,2,0.87,-0.1379486307194899,-8.10999999999838,A
1176,0.999,2,0.88,-0.15758998435052657,-10.069999999997997,D
1177,0.999,2,0.89,-0.22996076233186713,-16.410000000001943,D
1178,0.999,2,0.9,-0.2953732106340055,-23.110000000005513,F
1179,0.999,2,0.91,-0.39692522711397576,-34.080000000008745,F
1180,0.999,2,0.92,-0.5032980839703362,-48.070000000012826,F
1181,0.999,2,0.93,-0.5974789915967059,-63.99000000001788,F
1182,0.999,2,0.94,-0.6660461351680164,-82.29000000002594,F
1183,0.999,2,0.95,-0.5906163753450546,-83.46000000001939,D
1184,0.999,2,0.96,-0.9967639315489246,-181.72999999997916,F
1185,0.999,2,0.97,-0.9953927161035536,-181.47999999997916,C
1186,0.999,2,0.98,-0.9859039052215869,-179.74999999997917,C
1187,0.999,2,0.99,-0.9909499780605519,-180.66999999997915,F
1188,0.999,3,0.01,-0.42296072507552585,-2.79999999999994,F
1189,0.999,3,0.02,-0.3700906344410849,-2.449999999999946,F
1190,0.999,3,0.03,-0.3419540229885034,-2.3799999999999484,F
1191,0.999,3,0.04,-0.24169184290030052,-1.599999999999966,F
1192,0.999,3,0.05,-0.18545994065281776,-1.2499999999999734,F
1193,0.999,3,0.06,-0.13226744186046413,-0.9099999999999797,F
1194,0.999,3,0.07,-0.06286549707602311,-0.4299999999999917,F
1195,0.999,3,0.08,-0.008720930232558084,-0.05999999999999872,F
1196,0.999,3,0.09,0.033141210374639685,0.22999999999999599,F
1197,0.999,3,0.1,0.07936507936507858,0.5499999999999865,F
1198,0.999,3,0.11,0.12011577424023065,0.8299999999999814,F
1199,0.999,3,0.12,0.1436781609195393,0.9999999999999787,F
1200,0.999,3,0.13,0.17604617604617476,1.219999999999973,F
1201,0.999,3,0.14,0.18116975748929984,1.269999999999973,D
1202,0.999,3,0.15,0.18892045454545336,1.3299999999999716,D
1203,0.999,3,0.16,0.20028409090908939,1.4099999999999682,D
1204,0.999,3,0.17,0.2182596291012825,1.5299999999999674,D
1205,0.999,3,0.18,0.21408450704225218,1.5199999999999676,D
1206,0.999,3,0.19,0.2250351617440211,1.599999999999966,D
1207,0.999,3,0.2,0.23769338959212227,1.689999999999964,D
1208,0.999,3,0.21,0.2419580419580403,1.7299999999999622,D
1209,0.999,3,0.22,0.2355371900826431,1.7099999999999627,D
1210,0.999,3,0.23,0.24279835390946355,1.7699999999999623,D
1211,0.999,3,0.24,0.24829467939972563,1.8199999999999612,D
1212,0.999,3,0.25,0.23529411764705757,1.7599999999999634,D
1213,0.999,3,0.26,0.23412698412698274,1.7699999999999623,D
1214,0.999,3,0.27,0.22976501305482896,1.7599999999999625,D
1215,0.999,3,0.28,0.23797139141742377,1.82999999999996,D
1216,0.999,3,0.29,0.24643320363164595,1.8999999999999604,D
1217,0.999,3,0.3,0.24967824967824803,1.9399999999999569,D
1218,0.999,3,0.31,0.24650571791613557,1.9399999999999569,D
1219,0.999,3,0.32,0.2481108312342553,1.9699999999999562,D
1220,0.999,3,0.33,0.26070528967254264,2.069999999999956,D
1221,0.999,3,0.34,0.2649999999999985,2.119999999999955,D
1222,0.999,3,0.35,0.2645241038318898,2.1399999999999544,D
1223,0.999,3,0.36,0.2518159806295386,2.0799999999999557,D
1224,0.999,3,0.37,0.2529976019184636,2.1099999999999532,D
1225,0.999,3,0.38,0.24206815511163257,2.0599999999999596,D
1226,0.999,3,0.39,0.24302325581395223,2.0899999999999554,D
1227,0.999,3,0.4,0.24110218140068762,2.0999999999999552,D
1228,0.999,3,0.41,0.24204545454545331,2.1299999999999546,D
1229,0.999,3,0.42,0.24269662921348148,2.1599999999999504,D
1230,0.999,3,0.43,0.2405764966740569,2.1699999999999573,D
1231,0.999,3,0.44,0.23960612691465985,2.189999999999955,D
1232,0.999,3,0.45,0.24403470715835024,2.249999999999952,D
1233,0.999,3,0.46,0.2443729903536964,2.2799999999999496,B
1234,0.999,3,0.47,0.21822033898304982,2.059999999999956,B
1235,0.999,3,0.48,0.1885416666666656,1.8099999999999596,B
1236,0.999,3,0.49,0.1476238624873603,1.4599999999999689,B
1237,0.999,3,0.5,0.1276171485543368,1.2799999999999763,B
1238,0.999,3,0.51,0.1111111111111108,1.1299999999999777,B
1239,0.999,3,0.52,0.08968177434908349,0.9299999999999802,C
1240,0.999,3,0.53,0.07298578199052119,0.7699999999999854,C
1241,0.999,3,0.54,0.047926267281105966,0.5199999999999907,C
1242,0.999,3,0.55,0.022341376228775443,0.2499999999999929,C
1243,0.999,3,0.56,0.0158590308370045,0.17999999999999794,C
1244,0.999,3,0.57,0.0017211703958691848,0.019999999999999574,C
1245,0.999,3,0.58,-0.005067567567567549,-0.05999999999999872,C
1246,0.999,3,0.59,-0.009128630705394157,-0.10999999999999766,C
1247,0.999,3,0.6,-0.01782820097244698,-0.21999999999999176,C
1248,0.999,3,0.61,-0.03521126760563367,-0.4499999999999904,C
1249,0.999,3,0.62,-0.05135951661631403,-0.6799999999999855,C
1250,0.999,3,0.63,-0.06236243580337482,-0.8499999999999837,A
1251,0.999,3,0.64,-0.0779588944011337,-1.0999999999999766,A
1252,0.999,3,0.65,-0.08229598893499283,-1.1899999999999746,A
1253,0.999,3,0.66,-0.09066487575554014,-1.3499999999999677,A
1254,0.999,3,0.67,-0.09180327868852443,-1.399999999999972,A
1255,0.999,3,0.68,-0.10592686002522028,-1.6799999999999624,A
1256,0.999,3,0.69,-0.11063569682151886,-1.8100000000000218,A
1257,0.999,3,0.7,-0.11538461538462347,-1.9500000000001183,A
1258,0.999,3,0.71,-0.11956521739131712,-2.090000000000215,A
1259,0.999,3,0.72,-0.12174875484229761,-2.200000000000321,A
1260,0.999,3,0.73,-0.132734003172944,-2.5100000000003924,A
