,simulation,run_time
0,0,1.807337999343872
1,1,1.805366039276123
2,2,1.7999625205993652
3,3,1.8057830333709717
4,4,1.810183048248291
5,5,1.8074724674224854
6,6,1.8524682521820068
7,7,1.8039395809173584
8,8,1.8011085987091064
9,9,1.8005943298339844
10,10,1.8040285110473633
11,11,1.8087432384490967
12,12,1.7998261451721191
13,13,1.824591875076294
14,14,1.8165717124938965
15,15,1.8042068481445312
16,16,1.8042709827423096
17,17,1.857914924621582
18,18,1.7999496459960938
19,19,1.7914538383483887
20,20,1.7976884841918945
21,21,1.802337884902954
22,22,1.8005194664001465
23,23,1.803218126296997
24,24,1.8200414180755615
25,25,1.8110377788543701
26,26,1.80104398727417
27,27,1.7977020740509033
28,28,1.8684821128845215
29,29,1.8044776916503906
30,30,1.801311731338501
31,31,1.8017358779907227
32,32,1.7994184494018555
33,33,1.8054139614105225
34,34,1.804067611694336
35,35,1.8214154243469238
36,36,1.8110291957855225
37,37,1.7990717887878418
38,38,1.8083221912384033
39,39,1.8567376136779785
