,simulation,run_time
0,0,0.03460884094238281
1,1,0.035790205001831055
2,2,0.04201102256774902
3,3,0.03623604774475098
4,4,0.034607648849487305
5,5,0.03815150260925293
6,6,0.03853344917297363
7,7,0.03366231918334961
8,8,0.03791666030883789
9,9,0.03973078727722168
10,10,0.036475181579589844
11,11,0.04177093505859375
12,12,0.04035544395446777
13,13,0.038218021392822266
14,14,0.04299426078796387
15,15,0.03406548500061035
16,16,0.03791308403015137
17,17,0.03707575798034668
18,18,0.03416180610656738
19,19,0.03384256362915039
20,20,0.032151222229003906
21,21,0.03855443000793457
22,22,0.04209733009338379
23,23,0.038077354431152344
24,24,0.03807687759399414
25,25,0.03526926040649414
26,26,0.04690980911254883
27,27,0.03971552848815918
28,28,0.03524279594421387
29,29,0.03991246223449707
30,30,0.03070855140686035
31,31,0.03974723815917969
32,32,0.03749203681945801
33,33,0.035620927810668945
34,34,0.04450845718383789
35,35,0.03831124305725098
36,36,0.03888964653015137
37,37,0.03983616828918457
38,38,0.03714895248413086
39,39,0.03777480125427246
