,simulation,run_time
0,0,0.34726619720458984
1,1,0.3464627265930176
2,2,0.34732913970947266
3,3,0.4141805171966553
4,4,0.34447503089904785
5,5,0.34929895401000977
6,6,0.3469982147216797
7,7,0.34645891189575195
8,8,0.34699487686157227
9,9,0.34739089012145996
10,10,0.34790515899658203
11,11,0.3474385738372803
12,12,0.34703779220581055
13,13,0.34658002853393555
14,14,0.39838695526123047
15,15,0.3454766273498535
16,16,0.3463726043701172
17,17,0.3479330539703369
18,18,0.352339506149292
19,19,0.39772605895996094
20,20,0.34770703315734863
21,21,0.3471360206604004
22,22,0.3595693111419678
23,23,0.35181450843811035
24,24,0.3456077575683594
25,25,0.40175962448120117
26,26,0.346480131149292
27,27,0.3473522663116455
28,28,0.3473939895629883
29,29,0.34778881072998047
30,30,0.34952878952026367
31,31,0.3493964672088623
32,32,0.34998631477355957
33,33,0.3492112159729004
34,34,0.3502976894378662
35,35,0.3482067584991455
36,36,0.4006314277648926
37,37,0.34713196754455566
38,38,0.3492898941040039
39,39,0.3482179641723633
