,simulation,run_time
0,0,1.145042896270752
1,1,1.148413896560669
2,2,1.140017032623291
3,3,1.1452157497406006
4,4,1.153548002243042
5,5,1.1551260948181152
6,6,1.1526217460632324
7,7,1.1452348232269287
8,8,1.1568562984466553
9,9,1.146392583847046
10,10,1.1560173034667969
11,11,1.148611307144165
12,12,1.1502530574798584
13,13,1.150463342666626
14,14,1.1535966396331787
15,15,1.1510753631591797
16,16,1.182664155960083
17,17,1.1469590663909912
18,18,1.1463243961334229
19,19,1.1467528343200684
20,20,1.150442123413086
21,21,1.1489372253417969
22,22,1.15256667137146
23,23,1.1525638103485107
24,24,1.1497511863708496
25,25,1.1424903869628906
26,26,1.1519880294799805
27,27,1.152968168258667
28,28,1.1483736038208008
29,29,1.1523261070251465
30,30,1.1497485637664795
31,31,1.1428289413452148
32,32,1.1377921104431152
33,33,1.151529312133789
34,34,1.1465809345245361
35,35,1.149111032485962
36,36,1.1820683479309082
37,37,1.1509184837341309
38,38,1.1541216373443604
39,39,1.1461384296417236
