,simulation,run_time
0,0,4.350092649459839
1,1,4.201663255691528
2,2,4.106261730194092
3,3,4.126964092254639
4,4,2.995401620864868
5,5,4.02179741859436
6,6,4.181326866149902
7,7,4.076276779174805
8,8,4.181918144226074
9,9,3.6653292179107666
10,10,4.0981879234313965
11,11,4.713531017303467
12,12,4.1425981521606445
13,13,3.924626350402832
14,14,4.187779188156128
15,15,4.769089460372925
16,16,4.472263813018799
17,17,4.2226786613464355
18,18,4.158142328262329
19,19,4.50732684135437
20,20,4.410860061645508
21,21,4.261926174163818
22,22,4.196801424026489
23,23,4.496133089065552
24,24,3.270766496658325
25,25,4.6465630531311035
26,26,4.243622541427612
27,27,4.141366958618164
28,28,5.43097996711731
29,29,3.501023054122925
30,30,4.113979339599609
31,31,4.191333532333374
32,32,4.611880540847778
33,33,4.387949466705322
34,34,4.52172064781189
35,35,3.979844093322754
36,36,4.214349746704102
37,37,4.244346380233765
38,38,5.068357944488525
39,39,4.2108941078186035
