,simulation,run_time
0,0,0.45453524589538574
1,1,0.45705437660217285
2,2,0.45431995391845703
3,3,0.45697999000549316
4,4,0.452225923538208
5,5,0.45656418800354004
6,6,0.4580864906311035
7,7,0.5046331882476807
8,8,0.45789527893066406
9,9,0.45934343338012695
10,10,0.4629390239715576
11,11,0.4576683044433594
12,12,0.452129602432251
13,13,0.45243287086486816
14,14,0.45190978050231934
15,15,0.496279239654541
16,16,0.45166993141174316
17,17,0.4532437324523926
18,18,0.45262765884399414
19,19,0.4561910629272461
20,20,0.4517664909362793
21,21,0.45411229133605957
22,22,0.49616456031799316
23,23,0.44907045364379883
24,24,0.4519953727722168
25,25,0.45252227783203125
26,26,0.45636725425720215
27,27,0.4593522548675537
28,28,0.4553687572479248
29,29,0.4562404155731201
30,30,0.5042824745178223
31,31,0.4530508518218994
32,32,0.452775239944458
33,33,0.45588064193725586
34,34,0.45865416526794434
35,35,0.456101655960083
36,36,0.4565455913543701
37,37,0.508549690246582
38,38,0.45507168769836426
39,39,0.4628291130065918
