,simulation,run_time
0,0,0.4130289554595947
1,1,0.41028666496276855
2,2,0.4138360023498535
3,3,0.4722931385040283
4,4,0.41347527503967285
5,5,0.41185879707336426
6,6,0.4114189147949219
7,7,0.4108583927154541
8,8,0.47951412200927734
9,9,0.4184556007385254
10,10,0.4162564277648926
11,11,0.4121897220611572
12,12,0.4160311222076416
13,13,0.4180002212524414
14,14,0.7675719261169434
15,15,0.41451048851013184
16,16,0.42566967010498047
17,17,0.41838669776916504
18,18,0.4186832904815674
19,19,0.46710920333862305
20,20,0.7188866138458252
21,21,0.4220860004425049
22,22,0.48685264587402344
23,23,0.4287247657775879
24,24,0.435976505279541
25,25,0.4821021556854248
26,26,0.41511106491088867
27,27,0.4219932556152344
28,28,0.4262044429779053
29,29,0.4677119255065918
30,30,0.47859764099121094
31,31,0.415668249130249
32,32,0.416750431060791
33,33,0.41758131980895996
34,34,0.4181180000305176
35,35,0.4155595302581787
36,36,0.4700181484222412
37,37,0.409670352935791
38,38,0.41198182106018066
39,39,0.41678738594055176
