,simulation,run_time
0,0,0.0913088321685791
1,1,0.0940847396850586
2,2,0.08898353576660156
3,3,0.09102296829223633
4,4,0.0890352725982666
5,5,0.0909578800201416
6,6,0.08964085578918457
7,7,0.09078431129455566
8,8,0.0893557071685791
9,9,0.09231114387512207
10,10,0.08906269073486328
11,11,0.09078645706176758
12,12,0.08867239952087402
13,13,0.09087944030761719
14,14,0.08935904502868652
15,15,0.09146857261657715
16,16,0.08966517448425293
17,17,0.12600421905517578
18,18,0.08897256851196289
19,19,0.08999752998352051
20,20,0.08867979049682617
21,21,0.09026479721069336
22,22,0.08886432647705078
23,23,0.09191107749938965
24,24,0.09048581123352051
25,25,0.09063720703125
26,26,0.08920073509216309
27,27,0.09127044677734375
28,28,0.08962607383728027
29,29,0.0912332534790039
30,30,0.08944272994995117
31,31,0.09038734436035156
32,32,0.09009718894958496
33,33,0.09108805656433105
34,34,0.09065556526184082
35,35,0.09095644950866699
36,36,0.09174656867980957
37,37,0.09127593040466309
38,38,0.09007787704467773
39,39,0.13961148262023926
