,simulation,run_time
0,0,0.04938054084777832
1,1,0.0538027286529541
2,2,0.050547122955322266
3,3,0.054019927978515625
4,4,0.052697181701660156
5,5,0.05274772644042969
6,6,0.04320526123046875
7,7,0.04358077049255371
8,8,0.04877471923828125
9,9,0.043953657150268555
10,10,0.05299830436706543
11,11,0.056474924087524414
12,12,0.0490419864654541
13,13,0.051146507263183594
14,14,0.05189323425292969
15,15,0.051340579986572266
16,16,0.04921078681945801
17,17,0.051062822341918945
18,18,0.047493696212768555
19,19,0.04900360107421875
20,20,0.05606341361999512
21,21,0.04786491394042969
22,22,0.05691647529602051
23,23,0.04697537422180176
24,24,0.045343637466430664
25,25,0.04969358444213867
26,26,0.046495676040649414
27,27,0.04693150520324707
28,28,0.046698808670043945
29,29,0.05540871620178223
30,30,0.05331540107727051
31,31,0.05355715751647949
32,32,0.0491023063659668
33,33,0.055959224700927734
34,34,0.043890953063964844
35,35,0.051021575927734375
36,36,0.05213618278503418
37,37,0.05439352989196777
38,38,0.060126543045043945
39,39,0.05059623718261719
