,simulation,run_time
0,0,3.8089964389801025
1,1,3.8509085178375244
2,2,3.8101537227630615
3,3,3.7695446014404297
4,4,3.778355121612549
5,5,3.7901182174682617
6,6,3.847663402557373
7,7,3.8026621341705322
8,8,3.8031249046325684
9,9,3.795044422149658
10,10,3.8126988410949707
11,11,3.857060432434082
12,12,3.7985494136810303
13,13,3.803673267364502
14,14,3.8182501792907715
15,15,3.870908260345459
16,16,3.8294827938079834
17,17,3.7993335723876953
18,18,3.8108701705932617
19,19,3.81648850440979
20,20,3.8700509071350098
21,21,3.807849645614624
22,22,3.811042070388794
23,23,3.812692880630493
24,24,3.814451217651367
25,25,3.9385616779327393
26,26,3.7938954830169678
27,27,3.8187191486358643
28,28,3.8068771362304688
29,29,3.799583911895752
30,30,3.886378526687622
31,31,3.805086374282837
32,32,3.8182146549224854
33,33,3.801377058029175
34,34,3.7968037128448486
35,35,3.846660852432251
36,36,3.8118083477020264
37,37,3.7886922359466553
38,38,3.805485486984253
39,39,3.814185857772827
