,simulation,run_time
0,0,0.6725966930389404
1,1,0.6716864109039307
2,2,0.6779632568359375
3,3,0.676893949508667
4,4,0.676624059677124
5,5,0.6732931137084961
6,6,0.6765050888061523
7,7,0.6659553050994873
8,8,0.6788942813873291
9,9,0.6731503009796143
10,10,0.663299560546875
11,11,0.6676914691925049
12,12,0.6697301864624023
13,13,0.6766774654388428
14,14,0.6759309768676758
15,15,0.6714999675750732
16,16,0.6663815975189209
17,17,0.6664001941680908
18,18,0.6739931106567383
19,19,0.6736314296722412
20,20,0.6815207004547119
21,21,0.6739082336425781
22,22,0.670412540435791
23,23,0.6732218265533447
24,24,0.7143266201019287
25,25,0.6658344268798828
26,26,0.6796658039093018
27,27,0.6784543991088867
28,28,0.6699485778808594
29,29,0.6728122234344482
30,30,0.6747357845306396
31,31,0.6733765602111816
32,32,0.6812636852264404
33,33,0.670525312423706
34,34,0.6818723678588867
35,35,0.6714448928833008
36,36,0.6733765602111816
37,37,0.6763551235198975
38,38,0.6802544593811035
39,39,0.684199333190918
