,w_exp,w_M1,w_M2,rhos,mc_limit
161,0.1164343098972473,0.005872989686939766,0.02661794020844069,0.7,7
162,0.1164343098972473,0.006015556426862259,0.02661794020844069,0.7,8
163,0.1164343098972473,0.0060714447415936065,0.02661794020844069,0.7,9
164,0.1164343098972473,0.0060900936522638414,0.02661794020844069,0.7,10
165,0.1164343098972473,0.0060962474083063245,0.02661794020844069,0.7,11
166,0.1164343098972473,0.006098267386992631,0.02661794020844069,0.7,12
167,0.1164343098972473,0.0060989295014941824,0.02661794020844069,0.7,13
168,0.15145115863080588,0.08904802012295802,0.020326675149925897,0.75,2
169,0.15145115863080588,0.04729612994433785,0.020326675149925897,0.75,3
170,0.15145115863080588,0.023214623369472463,0.020326675149925897,0.75,4
171,0.15145115863080588,0.010710538210915626,0.020326675149925897,0.75,5
172,0.15145115863080588,0.006462374041107372,0.020326675149925897,0.75,6
173,0.15145115863080588,0.006070546519823614,0.020326675149925897,0.75,7
174,0.15145115863080588,0.006301219905161235,0.020326675149925897,0.75,8
175,0.15145115863080588,0.006422573140211202,0.020326675149925897,0.75,9
176,0.15145115863080588,0.006468891695511082,0.020326675149925897,0.75,10
177,0.15145115863080588,0.006486296052728152,0.020326675149925897,0.75,11
178,0.15145115863080588,0.006492772225869705,0.020326675149925897,0.75,12
179,0.15145115863080588,0.006495167730258147,0.020326675149925897,0.75,13
180,0.1971260184193729,0.12756634647721998,0.014898929268170488,0.7999999999999999,2
181,0.1971260184193729,0.07750550356044074,0.014898929268170488,0.7999999999999999,3
182,0.1971260184193729,0.045343019275981354,0.014898929268170488,0.7999999999999999,4
183,0.1971260184193729,0.02585568497495972,0.014898929268170488,0.7999999999999999,5
184,0.1971260184193729,0.0144100176929387,0.014898929268170488,0.7999999999999999,6
185,0.1971260184193729,0.0089477905166733,0.014898929268170488,0.7999999999999999,7
186,0.1971260184193729,0.006923155534767441,0.014898929268170488,0.7999999999999999,8
187,0.1971260184193729,0.006478050966258105,0.014898929268170488,0.7999999999999999,9
188,0.1971260184193729,0.006366448149045704,0.014898929268170488,0.7999999999999999,10
189,0.1971260184193729,0.006331799393157954,0.014898929268170488,0.7999999999999999,11
190,0.1971260184193729,0.0063227769975774725,0.014898929268170488,0.7999999999999999,12
191,0.1971260184193729,0.006328847632375574,0.014898929268170488,0.7999999999999999,13
192,0.25760748640095954,0.1810505321940332,0.013792371490465482,0.85,2
193,0.25760748640095954,0.12258147396074157,0.013792371490465482,0.85,3
194,0.25760748640095954,0.08163515803539355,0.013792371490465482,0.85,4
195,0.25760748640095954,0.05392180275527173,0.013792371490465482,0.85,5
196,0.25760748640095954,0.03504151371232594,0.013792371490465482,0.85,6
197,0.25760748640095954,0.022203917700185052,0.013792371490465482,0.85,7
198,0.25760748640095954,0.01441830894268822,0.013792371490465482,0.85,8
199,0.25760748640095954,0.010308307671314748,0.013792371490465482,0.85,9
200,0.25760748640095954,0.008348553207536668,0.013792371490465482,0.85,10
201,0.25760748640095954,0.007553790483966574,0.013792371490465482,0.85,11
202,0.25760748640095954,0.007253204801894256,0.013792371490465482,0.85,12
203,0.25760748640095954,0.007142348053700812,0.013792371490465482,0.85,13
204,0.34483857188657224,0.2615286260752387,0.02225831076016802,0.9,2
205,0.34483857188657224,0.1947560105942529,0.02225831076016802,0.9,3
206,0.34483857188657224,0.1447480426684725,0.02225831076016802,0.9,4
207,0.34483857188657224,0.10787027356886847,0.02225831076016802,0.9,5
208,0.34483857188657224,0.08011556727119121,0.02225831076016802,0.9,6
209,0.34483857188657224,0.05897556649813753,0.02225831076016802,0.9,7
210,0.34483857188657224,0.04283949710164587,0.02225831076016802,0.9,8
211,0.34483857188657224,0.030554525519154326,0.02225831076016802,0.9,9
212,0.34483857188657224,0.021481279937569868,0.02225831076016802,0.9,10
213,0.34483857188657224,0.01564184087584785,0.02225831076016802,0.9,11
214,0.34483857188657224,0.011821874656412356,0.02225831076016802,0.9,12
215,0.34483857188657224,0.009636876712256428,0.02225831076016802,0.9,13
216,0.47858395921651165,0.3888332744155506,0.04690831145583934,0.95,2
217,0.47858395921651165,0.3140300940615194,0.04690831145583934,0.95,3
218,0.47858395921651165,0.2550978015405745,0.04690831145583934,0.95,4
219,0.47858395921651165,0.20880672681525078,0.04690831145583934,0.95,5
220,0.47858395921651165,0.17139539422033043,0.04690831145583934,0.95,6
221,0.47858395921651165,0.14056319644438728,0.04690831145583934,0.95,7
222,0.47858395921651165,0.11490146977285627,0.04690831145583934,0.95,8
223,0.47858395921651165,0.09343385238953966,0.04690831145583934,0.95,9
224,0.47858395921651165,0.07541388904952523,0.04690831145583934,0.95,10
225,0.47858395921651165,0.06024379370261289,0.04690831145583934,0.95,11
226,0.47858395921651165,0.047437138170892436,0.04690831145583934,0.95,12
227,0.47858395921651165,0.03660841062661086,0.04690831145583934,0.95,13
