,simulation,run_time
0,0,3.253584623336792
1,1,3.190237045288086
2,2,3.1788218021392822
3,3,3.1855883598327637
4,4,3.184312105178833
5,5,3.199774742126465
6,6,3.2214839458465576
7,7,3.1832754611968994
8,8,3.1760857105255127
9,9,3.177393674850464
10,10,3.185267925262451
11,11,3.2318460941314697
12,12,3.191291570663452
13,13,3.185728073120117
14,14,3.184014320373535
15,15,3.190321207046509
16,16,3.1918938159942627
17,17,3.2526345252990723
18,18,3.18851637840271
19,19,3.18588924407959
20,20,3.1895008087158203
21,21,3.1857781410217285
22,22,3.202179431915283
23,23,3.300062894821167
24,24,3.1808700561523438
25,25,3.1969003677368164
26,26,3.220642328262329
27,27,3.1847164630889893
28,28,3.194364309310913
29,29,3.2386200428009033
30,30,3.1865317821502686
31,31,3.181156635284424
32,32,3.1809470653533936
33,33,3.18631911277771
34,34,3.1928672790527344
35,35,3.2516984939575195
36,36,3.1835086345672607
37,37,3.1806511878967285
38,38,3.1818957328796387
39,39,3.1861565113067627
