,simulation,run_time
0,0,0.2187972068786621
1,1,0.21950268745422363
2,2,0.22064495086669922
3,3,0.2185835838317871
4,4,0.22034955024719238
5,5,0.22092771530151367
6,6,0.2619805335998535
7,7,0.21867847442626953
8,8,0.21975064277648926
9,9,0.22008943557739258
10,10,0.22060179710388184
11,11,0.2194352149963379
12,12,0.22078919410705566
13,13,0.21982431411743164
14,14,0.21934294700622559
15,15,0.22015690803527832
16,16,0.22054767608642578
17,17,0.22031641006469727
18,18,0.21863365173339844
19,19,0.21956968307495117
20,20,0.2596397399902344
21,21,0.21925854682922363
22,22,0.21991300582885742
23,23,0.2185070514678955
24,24,0.21811914443969727
25,25,0.21915078163146973
26,26,0.2204456329345703
27,27,0.22021770477294922
28,28,0.2200911045074463
29,29,0.2185840606689453
30,30,0.2200162410736084
31,31,0.2209463119506836
32,32,0.21914172172546387
33,33,0.21969008445739746
34,34,0.25917840003967285
35,35,0.21828842163085938
36,36,0.2198176383972168
37,37,0.21878457069396973
38,38,0.21764397621154785
39,39,0.21885991096496582
