,simulation,run_time
0,0,0.19434213638305664
1,1,0.18599605560302734
2,2,0.17312955856323242
3,3,0.18805718421936035
4,4,0.18569445610046387
5,5,0.18206286430358887
6,6,0.18348908424377441
7,7,0.1853644847869873
8,8,0.1874399185180664
9,9,0.19324946403503418
10,10,0.17801761627197266
11,11,0.18826556205749512
12,12,0.21790432929992676
13,13,0.19081640243530273
14,14,0.17920279502868652
15,15,0.17838668823242188
16,16,0.1810152530670166
17,17,0.18387627601623535
18,18,0.19251632690429688
19,19,0.20656085014343262
20,20,0.18398332595825195
21,21,0.18665337562561035
22,22,0.21090483665466309
23,23,0.17743182182312012
24,24,0.19327998161315918
25,25,0.18478631973266602
26,26,0.18302369117736816
27,27,0.18813180923461914
28,28,0.21390986442565918
29,29,0.18963408470153809
30,30,0.18380260467529297
31,31,0.18668484687805176
32,32,0.17969465255737305
33,33,0.18777894973754883
34,34,0.1898951530456543
35,35,0.18576478958129883
36,36,0.18720149993896484
37,37,0.17359018325805664
38,38,0.19931292533874512
39,39,0.18511414527893066
