,simulation,run_time
0,0,0.2522437572479248
1,1,0.2091233730316162
2,2,0.23263168334960938
3,3,0.21553277969360352
4,4,0.21611952781677246
5,5,0.20145797729492188
6,6,0.21967315673828125
7,7,0.20281600952148438
8,8,0.209197998046875
9,9,0.2071549892425537
10,10,0.19821405410766602
11,11,0.19673633575439453
12,12,0.217057466506958
13,13,0.2066786289215088
14,14,0.2630140781402588
15,15,0.20216774940490723
16,16,0.20397686958312988
17,17,0.20476055145263672
18,18,0.1938326358795166
19,19,0.20911931991577148
20,20,0.21102619171142578
21,21,0.2158980369567871
22,22,0.1984570026397705
23,23,0.2848966121673584
24,24,0.22153115272521973
25,25,0.22420978546142578
26,26,0.22430801391601562
27,27,0.26557064056396484
28,28,0.2130601406097412
29,29,0.20101189613342285
30,30,0.20993733406066895
31,31,0.20441055297851562
32,32,0.19588327407836914
33,33,0.20122694969177246
34,34,0.1998157501220703
35,35,0.21378755569458008
36,36,0.21821951866149902
37,37,0.19285321235656738
38,38,0.2109363079071045
39,39,0.19855666160583496
