,simulation,run_time
0,0,0.44785356521606445
1,1,0.43270206451416016
2,2,0.44452762603759766
3,3,0.4783508777618408
4,4,0.434520959854126
5,5,0.43019533157348633
6,6,0.44118380546569824
7,7,0.45038342475891113
8,8,0.5206856727600098
9,9,0.43360114097595215
10,10,0.43227195739746094
11,11,0.44054365158081055
12,12,0.4391164779663086
13,13,0.5050537586212158
14,14,0.4502239227294922
15,15,0.45621562004089355
16,16,0.8139090538024902
17,17,0.8917508125305176
18,18,0.4892420768737793
19,19,0.4278433322906494
20,20,0.43112826347351074
21,21,0.43050575256347656
22,22,0.42960381507873535
23,23,0.47765207290649414
24,24,0.4304618835449219
25,25,0.42980122566223145
26,26,0.4279015064239502
27,27,0.4294300079345703
28,28,0.5043020248413086
29,29,0.4302787780761719
30,30,0.43236660957336426
31,31,0.4326653480529785
32,32,0.43132758140563965
33,33,0.49135613441467285
34,34,0.42165040969848633
35,35,0.42457056045532227
36,36,0.431530237197876
37,37,0.4333627223968506
38,38,0.4912374019622803
39,39,0.4248535633087158
