,simulation,run_time
0,0,0.5478935241699219
1,1,0.4893302917480469
2,2,0.48355984687805176
3,3,0.45835256576538086
4,4,0.5200831890106201
5,5,0.5440759658813477
6,6,0.5213556289672852
7,7,0.49912118911743164
8,8,0.5150229930877686
9,9,0.5061659812927246
10,10,0.46976709365844727
11,11,0.5667977333068848
12,12,0.5028026103973389
13,13,0.47820329666137695
14,14,0.5020787715911865
15,15,0.5222623348236084
16,16,0.5568108558654785
17,17,0.5261201858520508
18,18,0.5426747798919678
19,19,0.5566940307617188
20,20,0.5134780406951904
21,21,0.5171892642974854
22,22,0.5491640567779541
23,23,0.4836101531982422
24,24,0.5013337135314941
25,25,0.5356016159057617
26,26,0.5068333148956299
27,27,0.516862154006958
28,28,0.5501573085784912
29,29,0.5319936275482178
30,30,0.49511146545410156
31,31,0.4954643249511719
32,32,0.5427548885345459
33,33,0.5599684715270996
34,34,0.502800703048706
35,35,0.49825286865234375
36,36,0.48084187507629395
37,37,0.4975259304046631
38,38,0.4777557849884033
39,39,0.5667853355407715
