,simulation,run_time
0,0,0.30197644233703613
1,1,0.3031651973724365
2,2,0.3027827739715576
3,3,0.30574822425842285
4,4,0.3008995056152344
5,5,0.352985143661499
6,6,0.3036990165710449
7,7,0.30339980125427246
8,8,0.3034341335296631
9,9,0.3075237274169922
10,10,0.3030388355255127
11,11,0.3032257556915283
12,12,0.30330562591552734
13,13,0.34987688064575195
14,14,0.3014862537384033
15,15,0.29853343963623047
16,16,0.3039553165435791
17,17,0.3075428009033203
18,18,0.30458617210388184
19,19,0.3039379119873047
20,20,0.3510913848876953
21,21,0.3015434741973877
22,22,0.2990286350250244
23,23,0.3007636070251465
24,24,0.3057265281677246
25,25,0.30443572998046875
26,26,0.30807018280029297
27,27,0.3046262264251709
28,28,0.3544809818267822
29,29,0.3040921688079834
30,30,0.29996514320373535
31,31,0.302994966506958
32,32,0.30679965019226074
33,33,0.308093786239624
34,34,0.3037230968475342
35,35,0.3493664264678955
36,36,0.29921579360961914
37,37,0.30196595191955566
38,38,0.30069804191589355
39,39,0.30562853813171387
