generation_time,start_time,end_time,location_reference,lcd1,Road_LCD,Road_name,offset,direction,lat,lng,accuracy,period,flow,speed,lambda_v2x
2020-01-28T17:56:00+01:00,2020-01-28T17:50:00+01:00,2020-01-28 17:55:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,504.0,18.82,123.90000000000002
2020-01-28T18:01:00+01:00,2020-01-28T17:55:00+01:00,2020-01-28 18:00:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,528.0,18.66,129.8
2020-01-28T18:06:00+01:00,2020-01-28T18:00:00+01:00,2020-01-28 18:05:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,528.0,18.66,129.8
2020-01-28T18:11:00+01:00,2020-01-28T18:05:00+01:00,2020-01-28 18:10:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,408.0,19.36,100.30000000000001
2020-01-28T18:16:00+01:00,2020-01-28T18:10:00+01:00,2020-01-28 18:15:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,312.0,19.7,76.7
2020-01-28T18:21:00+01:00,2020-01-28T18:15:00+01:00,2020-01-28 18:20:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,408.0,19.36,100.30000000000001
2020-01-28T18:26:00+01:00,2020-01-28T18:20:00+01:00,2020-01-28 18:25:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,516.0,18.74,126.85000000000001
2020-01-28T18:31:00+01:00,2020-01-28T18:25:00+01:00,2020-01-28 18:30:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,408.0,19.36,100.30000000000001
2020-01-28T18:36:00+01:00,2020-01-28T18:30:00+01:00,2020-01-28 18:35:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,552.0,18.47,135.70000000000002
2020-01-28T18:41:00+01:00,2020-01-28T18:35:00+01:00,2020-01-28 18:40:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,576.0,18.27,141.6
2020-01-28T18:46:00+01:00,2020-01-28T18:40:00+01:00,2020-01-28 18:45:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,420.0,19.31,103.25
2020-01-28T18:51:00+01:00,2020-01-28T18:45:00+01:00,2020-01-28 18:50:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,504.0,18.82,123.90000000000002
2020-01-28T18:56:00+01:00,2020-01-28T18:50:00+01:00,2020-01-28 18:55:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,528.0,18.66,129.8
2020-01-28T19:01:00+01:00,2020-01-28T18:55:00+01:00,2020-01-28 19:00:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,540.0,18.57,132.75
2020-01-28T19:06:00+01:00,2020-01-28T19:00:00+01:00,2020-01-28 19:05:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,588.0,18.17,144.55
2020-01-28T19:11:00+01:00,2020-01-28T19:05:00+01:00,2020-01-28 19:10:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,564.0,18.38,138.65
2020-01-28T19:16:00+01:00,2020-01-28T19:10:00+01:00,2020-01-28 19:15:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,468.0,19.05,115.05000000000001
2020-01-28T19:21:00+01:00,2020-01-28T19:15:00+01:00,2020-01-28 19:20:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,540.0,18.57,132.75
2020-01-28T19:26:00+01:00,2020-01-28T19:20:00+01:00,2020-01-28 19:25:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,0,5,0.0,0.0,0.0
2020-01-28T19:31:00+01:00,2020-01-28T19:25:00+01:00,2020-01-28 19:30:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,0,5,0.0,0.0,0.0
2020-01-28T19:36:00+01:00,2020-01-28T19:30:00+01:00,2020-01-28 19:35:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,0,5,0.0,0.0,0.0
2020-01-28T19:41:00+01:00,2020-01-28T19:35:00+01:00,2020-01-28 19:40:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,516.0,18.74,126.85000000000001
2020-01-28T19:46:00+01:00,2020-01-28T19:40:00+01:00,2020-01-28 19:45:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,420.0,19.31,103.25
2020-01-28T19:51:00+01:00,2020-01-28T19:45:00+01:00,2020-01-28 19:50:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,456.0,19.12,112.10000000000001
2020-01-28T19:56:00+01:00,2020-01-28T19:50:00+01:00,2020-01-28 19:55:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,300.0,19.73,73.75
2020-01-28T20:01:00+01:00,2020-01-28T19:55:00+01:00,2020-01-28 20:00:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,528.0,18.66,129.8
2020-01-28T20:06:00+01:00,2020-01-28T20:00:00+01:00,2020-01-28 20:05:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,324.0,19.67,79.64999999999999
2020-01-28T20:11:00+01:00,2020-01-28T20:05:00+01:00,2020-01-28 20:10:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,288.0,19.75,70.8
2020-01-28T20:16:00+01:00,2020-01-28T20:10:00+01:00,2020-01-28 20:15:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,348.0,19.59,85.55000000000001
2020-01-28T20:21:00+01:00,2020-01-28T20:15:00+01:00,2020-01-28 20:20:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,276.0,19.78,67.85000000000001
2020-01-28T20:27:00+01:00,2020-01-28T20:20:00+01:00,2020-01-28 20:25:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,216.0,19.87,53.1
2020-01-28T20:31:00+01:00,2020-01-28T20:25:00+01:00,2020-01-28 20:30:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,216.0,19.87,53.1
2020-01-28T20:36:00+01:00,2020-01-28T20:30:00+01:00,2020-01-28 20:35:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,324.0,19.67,79.64999999999999
2020-01-28T20:41:00+01:00,2020-01-28T20:35:00+01:00,2020-01-28 20:40:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,288.0,19.75,70.8
2020-01-28T20:46:00+01:00,2020-01-28T20:40:00+01:00,2020-01-28 20:45:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,312.0,19.7,76.7
2020-01-28T20:51:00+01:00,2020-01-28T20:45:00+01:00,2020-01-28 20:50:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,288.0,19.75,70.8
2020-01-28T20:56:00+01:00,2020-01-28T20:50:00+01:00,2020-01-28 20:55:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,216.0,19.87,53.1
2020-01-28T21:01:00+01:00,2020-01-28T20:55:00+01:00,2020-01-28 21:00:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,144.0,19.93,35.4
2020-01-28T21:06:00+01:00,2020-01-28T21:00:00+01:00,2020-01-28 21:05:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,216.0,19.87,53.1
2020-01-28T21:11:00+01:00,2020-01-28T21:05:00+01:00,2020-01-28 21:10:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,180.0,19.91,44.25
2020-01-28T21:16:00+01:00,2020-01-28T21:10:00+01:00,2020-01-28 21:15:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,120.0,19.94,29.5
2020-01-28T21:21:00+01:00,2020-01-28T21:15:00+01:00,2020-01-28 21:20:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,120.0,19.94,29.5
2020-01-28T21:26:00+01:00,2020-01-28T21:20:00+01:00,2020-01-28 21:25:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,120.0,19.94,29.5
2020-01-28T21:31:00+01:00,2020-01-28T21:25:00+01:00,2020-01-28 21:30:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,108.0,19.94,26.55
2020-01-28T21:36:00+01:00,2020-01-28T21:30:00+01:00,2020-01-28 21:35:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,60.0,19.95,14.75
2020-01-28T21:41:00+01:00,2020-01-28T21:35:00+01:00,2020-01-28 21:40:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,96.0,19.95,23.600000000000005
2020-01-28T21:46:00+01:00,2020-01-28T21:40:00+01:00,2020-01-28 21:45:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,108.0,19.94,26.55
2020-01-28T21:51:00+01:00,2020-01-28T21:45:00+01:00,2020-01-28 21:50:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,156.0,19.92,38.35
2020-01-28T21:56:00+01:00,2020-01-28T21:50:00+01:00,2020-01-28 21:55:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,228.0,19.86,56.050000000000004
2020-01-28T22:01:00+01:00,2020-01-28T21:55:00+01:00,2020-01-28 22:00:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,96.0,19.95,23.600000000000005
2020-01-28T22:06:00+01:00,2020-01-28T22:00:00+01:00,2020-01-28 22:05:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,96.0,19.95,23.600000000000005
2020-01-28T22:11:00+01:00,2020-01-28T22:05:00+01:00,2020-01-28 22:10:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,144.0,19.93,35.4
2020-01-28T22:16:00+01:00,2020-01-28T22:10:00+01:00,2020-01-28 22:15:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,132.0,19.94,32.45
2020-01-28T22:21:00+01:00,2020-01-28T22:15:00+01:00,2020-01-28 22:20:00+01:00,WGS84_info,40147,40145,Corso San Maurizio(TO),58,negative,45.07417,7.69008,100,5,108.0,19.94,26.55
