,simulation,run_time
0,0,0.44135165214538574
1,1,0.45102763175964355
2,2,0.4824106693267822
3,3,0.41466546058654785
4,4,0.4607069492340088
5,5,0.4292411804199219
6,6,0.4637417793273926
7,7,0.4529685974121094
8,8,0.4513068199157715
9,9,0.4817790985107422
10,10,0.44141244888305664
11,11,0.4621284008026123
12,12,0.4675164222717285
13,13,0.42583394050598145
14,14,0.4588508605957031
15,15,0.4469470977783203
16,16,0.5098612308502197
17,17,0.4406242370605469
18,18,0.4499855041503906
19,19,0.49306464195251465
20,20,0.45430922508239746
21,21,0.45050740242004395
22,22,0.4891948699951172
23,23,0.44097375869750977
24,24,0.42574095726013184
25,25,0.46817827224731445
26,26,0.4631919860839844
27,27,0.44919705390930176
28,28,0.451646089553833
29,29,0.4896385669708252
30,30,0.48697566986083984
31,31,0.4427657127380371
32,32,0.46318674087524414
33,33,0.4501631259918213
34,34,0.5104281902313232
35,35,0.419553279876709
36,36,0.48684144020080566
37,37,0.4561886787414551
38,38,0.4421236515045166
39,39,0.43839097023010254
