,simulation,run_time
0,0,2.722402572631836
1,1,2.6958885192871094
2,2,2.7021124362945557
3,3,2.7082204818725586
4,4,2.76646089553833
5,5,2.7012834548950195
6,6,2.703561305999756
7,7,2.6975295543670654
8,8,2.6998355388641357
9,9,2.7101917266845703
10,10,2.6997101306915283
11,11,2.7484095096588135
12,12,2.729652166366577
13,13,2.7071354389190674
14,14,2.6978445053100586
15,15,2.7417612075805664
16,16,2.7028748989105225
17,17,2.6983022689819336
18,18,2.7495598793029785
19,19,2.7018003463745117
20,20,2.704357385635376
21,21,2.6981143951416016
22,22,2.7771973609924316
23,23,2.704732656478882
24,24,2.7096927165985107
25,25,2.7675068378448486
26,26,2.6930744647979736
27,27,2.7000133991241455
28,28,2.6974189281463623
29,29,2.761126756668091
30,30,2.705869674682617
31,31,2.6967389583587646
32,32,2.7500391006469727
33,33,2.6953303813934326
34,34,2.727818727493286
35,35,2.6994779109954834
36,36,2.777109384536743
37,37,2.701565742492676
38,38,2.6998777389526367
39,39,2.7502493858337402
