,simulation,run_time
0,0,2.6434884071350098
1,1,2.6446950435638428
2,2,2.647681713104248
3,3,2.6486661434173584
4,4,2.636652708053589
5,5,2.6474087238311768
6,6,2.7085204124450684
7,7,2.6325197219848633
8,8,2.635556936264038
9,9,2.6351358890533447
10,10,2.6357131004333496
11,11,2.63407826423645
12,12,2.647369384765625
13,13,2.6979310512542725
14,14,2.6497340202331543
15,15,2.640193223953247
16,16,2.650333881378174
17,17,2.6543354988098145
18,18,2.649123430252075
19,19,2.6393351554870605
20,20,2.6974804401397705
21,21,2.6398589611053467
22,22,2.6357059478759766
23,23,2.646894931793213
24,24,2.6389448642730713
25,25,2.637913703918457
26,26,2.642451047897339
27,27,2.6427969932556152
28,28,2.7115256786346436
29,29,2.6439826488494873
30,30,2.6354527473449707
31,31,2.6392929553985596
32,32,2.6430838108062744
33,33,2.638981580734253
34,34,2.651031017303467
35,35,2.695594549179077
36,36,2.636244058609009
37,37,2.6309919357299805
38,38,2.639671564102173
39,39,2.6385793685913086
