,simulation,run_time
0,0,2.9135842323303223
1,1,2.9171576499938965
2,2,2.9062724113464355
3,3,2.9147777557373047
4,4,2.9931979179382324
5,5,2.918628454208374
6,6,2.9271082878112793
7,7,2.9269042015075684
8,8,2.92231822013855
9,9,2.9253339767456055
10,10,2.9653587341308594
11,11,3.001218557357788
12,12,2.9346396923065186
13,13,2.9181902408599854
14,14,2.9337854385375977
15,15,2.934417247772217
16,16,2.9222474098205566
17,17,3.002357006072998
18,18,2.935215473175049
19,19,2.928877830505371
20,20,2.9325296878814697
21,21,2.92840838432312
22,22,2.9374499320983887
23,23,2.9734749794006348
24,24,3.0063610076904297
25,25,2.925274133682251
26,26,2.9372150897979736
27,27,2.931487798690796
28,28,2.931992530822754
29,29,2.93161678314209
30,30,3.0155222415924072
31,31,2.9311580657958984
32,32,2.9253311157226562
33,33,2.93314790725708
34,34,2.9363698959350586
35,35,2.9332871437072754
36,36,2.9774324893951416
37,37,3.011234760284424
38,38,2.908376932144165
39,39,2.9104480743408203
