,simulation,run_time
0,0,0.019796133041381836
1,1,0.026309967041015625
2,2,0.02281475067138672
3,3,0.018007516860961914
4,4,0.018239498138427734
5,5,0.023070573806762695
6,6,0.018814802169799805
7,7,0.024355411529541016
8,8,0.02578258514404297
9,9,0.01924729347229004
10,10,0.01807713508605957
11,11,0.018754959106445312
12,12,0.019596099853515625
13,13,0.02066349983215332
14,14,0.01567530632019043
15,15,0.020348072052001953
16,16,0.023966312408447266
17,17,0.02221512794494629
18,18,0.021555185317993164
19,19,0.022655010223388672
20,20,0.019330739974975586
21,21,0.02222585678100586
22,22,0.02229475975036621
23,23,0.02451920509338379
24,24,0.021525859832763672
25,25,0.020015716552734375
26,26,0.02309703826904297
27,27,0.019124507904052734
28,28,0.01869797706604004
29,29,0.02573704719543457
30,30,0.02055072784423828
31,31,0.017384052276611328
32,32,0.018998384475708008
33,33,0.01963973045349121
34,34,0.021363496780395508
35,35,0.025847434997558594
36,36,0.02384638786315918
37,37,0.023568153381347656
38,38,0.019197702407836914
39,39,0.019649982452392578
