,R,rho,error A,error B,error C,error D,error E,error F,runtime A,runtime B,runtime C,runtime D,runtime E,runtime F
43,1,0.44,1.019543559114895,1.01954370611034,1.0868509775564223,0.029142840812506846,0.02914301758636758,0.04285003859254122,260.1039078649999,257.9561774629999,259.504888982,7029.218580946996,8027.094553146999,8258.465094603998
44,1,0.45,0.9627326358627122,0.962732876208393,1.0211302881351463,0.03094142399496869,0.030941715101343758,0.04334690309590796,263.48273406,260.4938476029997,262.91253350700026,6936.6780329480025,8716.309184062004,8252.071957310007
45,1,0.46,0.9051321955156846,0.9051325544144322,0.9541669322131995,0.029866441554195877,0.029866914306711064,0.040688431287970735,259.912144596,257.9969246340001,259.8165447610004,7045.319767068999,8271.71857436,8191.360824656999
46,1,0.47,0.8533069610656265,0.8533075046041217,0.8926819064013651,0.03240717995294355,0.03240796111157298,0.04146452438946564,263.4045529529999,265.79984733699985,266.62481357100023,6883.210832305995,8163.201685714001,8118.289824502999
47,1,0.48,0.8018242860930318,0.8018251133826527,0.8313041036083201,0.03332689536563611,0.033328201029209734,0.0403200709155627,260.3680752710002,258.91130955200015,260.9259749759999,6860.00433002699,8438.825257560999,8343.189703113
48,1,0.49,0.7501334423769055,0.7501347802422765,0.7696192568980672,0.03290655900954764,0.03290870754503124,0.037517076830876954,261.3741265630001,263.3611148690002,262.4596172679999,7421.083671903005,8163.491174781997,8216.948519187998
49,1,0.5,0.7040080764419147,0.7040101418989626,0.7133932366798226,0.036528231543868854,0.036531656508589444,0.03851150221979573,257.9253578030002,260.8712625180001,261.14166061000014,7255.23901527001,7420.665998973003,8305.905191819998
50,1,0.51,0.6609585125321489,0.6609613693011389,0.6602574776885343,0.04156260476688472,0.04156796616414351,0.040674364147083114,263.77531984100006,264.09777049700006,264.4112344,7309.380622151992,7724.425120394,8354.350873521005
51,1,0.52,0.62129760656508,0.6212995135416878,0.6114587374206724,0.0468279078777077,0.04683622182107767,0.04282173336431843,264.0008440880006,262.12127336899994,265.955729668,7067.259362845012,7724.903659046999,8340.474050600002
52,1,0.53,0.5810963903017857,0.5810980281545811,0.5625818816090462,0.04889819623641277,0.048910988822852844,0.04156116014874009,255.00790756199967,264.7630970580003,269.44156266400023,7160.296643162001,8125.307178923998,8305.661926244007
53,1,0.54,0.5408218299932206,0.540822279247432,0.5150589084752563,0.04812145734261827,0.04814092265911576,0.03725269413897889,265.598062006,263.4325070900004,264.9919680109997,7154.990354100999,8715.176095073999,8478.462343706997
54,1,0.55,0.5080697959078444,0.508070943285679,0.4752242135420086,0.05551631793316016,0.055545696545207815,0.040871145051603046,260.72618101199987,260.99251604799974,263.16787777099944,7088.755591137,8251.105203456,9057.445073963
55,1,0.56,0.4743942195313228,0.47439341518335665,0.43559898709409206,0.05826471616451629,0.05830867266062944,0.039703097025840295,261.80012417499984,261.76424650399986,268.1623083280001,7462.696886474005,8244.471335785001,8326.903859650998
56,1,0.57,0.4449331951569992,0.44492937831592094,0.4010228465682389,0.06479460283588737,0.06485992462424267,0.042173153270981006,264.3974741009997,269.73756502499964,268.5606173180004,7601.69448447501,8161.839569475,8383.021070973999
57,1,0.58,0.41591775283287974,0.4159104362579161,0.3683768672233623,0.06996522061639882,0.07006172430440832,0.04310697166386909,260.6782486539996,263.18793581000045,261.8638387129995,7718.073436073988,8027.879422733,8207.250130349003
58,1,0.59,0.38846714907080726,0.3884617988600043,0.3393222344314459,0.07300401988853839,0.07314556251564401,0.04185915488320841,262.0284372160004,261.6496524109998,263.8975366910008,7852.567501898011,7756.228965518003,8267.919527909005
59,1,0.6,0.3622467373025314,0.36222128907448736,0.31449320925623875,0.07232647845930659,0.07253220650469248,0.036942213226917965,261.86383750499954,266.2571126869998,266.2305164690006,6463.778580202023,7706.889346488999,8353.580097402002
60,1,0.61,0.3403937937203631,0.3403575341601521,0.29694431929706777,0.0690159466827699,0.06931383448163372,0.029316834504817174,257.4307841530008,263.25985636399946,267.70532821600045,6428.18816160399,7633.604035837001,8399.486132096004
61,1,0.62,0.3201127304746354,0.32004966900359,0.2817875781958394,0.07064683564146107,0.07107565007837922,0.026785817519728975,256.0098912379999,266.61320533599974,269.2108142719999,6296.028857408994,8084.192161827996,8343.618051739002
62,1,0.63,0.30220556097463613,0.30204280317122884,0.27217331269675843,0.0688902907496838,0.06950417731513657,0.022796443821584793,257.2707474250001,264.2294828209997,265.7481277369998,6329.799248605006,8681.797965090002,8374.396771525004
63,1,0.64,0.287922240322697,0.2876610446134238,0.26596460732875044,0.06867689037802199,0.0695506380789576,0.022607500908202106,256.4883613660004,267.2903398260005,266.7266315020006,6285.328655073012,8260.380976450999,8552.398683086
64,1,0.65,0.27963176425902136,0.27917439893829804,0.2672045818416698,0.065907567844696,0.06714517754790521,0.02206012282335682,255.97434416600024,265.29368542999964,269.06077360499967,6956.552903847012,8113.205332513,8564.593688362
65,1,0.66,0.27312267398209183,0.2723771213820514,0.27027811940643826,0.06532748666781,0.06707501674440348,0.023811102178217018,248.75264660899936,270.48033371099973,272.6234163580002,6893.491654362006,8486.383788418001,8451.464730607997
66,1,0.67,0.265688267650934,0.26455553987579944,0.2717965802458834,0.07060917897574587,0.07305694241712045,0.0264130979060867,251.429499807,268.2824740289998,270.4080292940007,6539.693451783009,8207.741779267999,8499.578658876999
67,1,0.68,0.2621118747003957,0.26045966645998886,0.27628356080308303,0.07505902568004981,0.07847380219434193,0.027725281987941292,255.07202671899995,262.91396385999906,262.7793151460009,6879.30782522299,7082.790677236,8635.610789630002
68,1,0.69,0.2581115744905292,0.25566509296039175,0.27939651057335385,0.08085288523541079,0.08558522475958773,0.030765186012856535,245.26338124299943,265.5895438250009,264.4774558270001,6500.101673202007,7573.348764709,8427.081266392997
69,1,0.7,0.25985968086775185,0.256249518998596,0.28926385239362273,0.07970158715709123,0.08622915405572963,0.03399666238777022,246.71356011100036,264.09968370599927,272.7886775469997,6655.3794722660095,7673.083651348999,8327.494610979993
70,1,0.71,0.2678219266724776,0.2625159277916731,0.3040762078394781,0.0732203856672131,0.0821823783722486,0.034999200010721356,248.41716435799933,262.792829131,264.24681595900074,6602.344215452002,8144.096564209998,8445.923191687005
71,1,0.72,0.2801320555333232,0.27158756588592153,0.3202341205853584,0.06484795426439867,0.07704541810370624,0.03694194902509474,255.25460847700012,265.03894908300026,267.0253694989988,6376.83295357399,8666.717220300001,8336.631919282998
72,1,0.73,0.29000560436877,0.2782776784161206,0.32953969688835083,0.06562817965843258,0.08219328279675851,0.03950162794212758,285.810496677,282.474770712,285.735387904,7649.489371244001,8202.208475554,8273.078112109
73,1,0.74,0.29870265333436335,0.2828601552817379,0.3351933561889156,0.06994678340090889,0.09226321395663042,0.045496637926034554,259.09105864900005,258.327357999,260.03371891499995,7550.723654740001,8205.601686571,8135.995806278001
74,1,0.75,0.3236611382840111,0.2979278115735872,0.3512020563084031,0.05659725126000849,0.08650159346855403,0.04615722627638194,256.05474759000003,261.74951219700006,256.49223754800005,7499.276502723,8171.771688823002,8350.177847555999
75,1,0.76,0.3357882106960898,0.29988244478477993,0.3499402683533004,0.05990805873269445,0.10029636355934322,0.05631188971272975,263.78204904099994,263.308934928,259.605738771,7541.410871131,7896.579538992002,8227.643591315002
76,1,0.77,0.3576660147803015,0.30840607266443376,0.3530787784717552,0.05252929223428488,0.10661223741994501,0.06734492654900864,262.535511672,263.0397213670001,260.652793022,7573.909441130003,7631.328014355004,8298.534727066006
77,1,0.78,0.4029854516225985,0.3344052716711925,0.3710366775529116,0.0321779501202403,0.09899517778008367,0.06734101547843883,259.599039382,258.92824897700007,259.8258870709999,7623.8470486689985,7818.543912182002,8371.183927917999
78,1,0.79,0.41334009123155957,0.32111908104971404,0.3453510022306029,0.04636568699207033,0.13527392969751012,0.11347131303649527,261.548140483,258.34448920499995,259.5102387489999,7652.529567581994,7624.495051042999,8276.983381016995
79,1,0.8,0.4453511634342566,0.3212167395472688,0.33140947904208623,0.0416917800766544,0.15642194915376284,0.14905554612376515,260.81528056799993,259.04913351999994,259.6508808130002,7665.494955561,8079.069969873002,8294.164207856003
80,1,0.81,0.4899430992100354,0.32405498289318213,0.3182417336910167,0.04261409037354529,0.17579463649010887,0.18420285976524825,264.91460965600027,264.10316357500005,265.58067353499973,7581.794534959001,8758.534659357,8238.535456695012
81,1,0.82,0.5508445253684323,0.3339737246849921,0.31224105034864147,0.06793310977661424,0.19625873775666225,0.22084413294656766,262.9357113870001,263.9802882839999,264.5299874279999,7622.73975755999,8654.375086854998,8326.032517504995
82,1,0.83,0.6267149742064017,0.3452843872285874,0.30782108907568073,0.12636174083011015,0.2204077969209164,0.2604494557647262,262.63857437299976,266.1136093780001,262.5972230829998,7619.708783790993,7722.430711803012,8335.508629482007
83,1,0.84,0.7463161094327998,0.37381983631656573,0.32280361744918734,0.23007251493903436,0.2250688729928444,0.27735311557025666,264.23594517499987,265.3023710130001,265.3664674229999,7334.593451202003,8211.016296848,8473.417201896998
84,1,0.85,0.8759005369581037,0.384931296591793,0.3284620434920494,0.34443346811529846,0.25339488618528627,0.31134478132319543,263.47333768,262.68188082200004,265.07623552700034,7043.375369846006,8362.766811832,8510.39337956201
85,1,0.86,1.0439891147519844,0.396480929854259,0.3455289181051392,0.49972252760318614,0.2862358171865016,0.3383371759138906,262.2276984270002,261.5775964639997,263.7525959630002,7109.392868869007,8429.633758440003,8499.298203472994
86,1,0.87,1.2978614296771778,0.4159181960680919,0.387123094637861,0.7422482339618647,0.3141031511194455,0.34405418598066684,268.1445182990001,268.16018273400005,270.2539840730001,7142.1448490979965,8622.952241409002,8276.545307834007
87,1,0.88,1.5758138586140626,0.40921917431913374,0.43528761391376286,1.0099691828796418,0.3908269190400646,0.3801366087867806,266.2362827020006,264.9391365959996,268.2170125310004,7008.959344119998,8543.383089098003,8035.712743800002
88,1,0.89,1.9442419980447474,0.40591327473095384,0.5288589715682791,1.3702281739276256,0.4866922885105791,0.42722902807595864,260.4008038889997,264.6210420109992,260.41174579499966,6991.801806206,8705.217165527996,8379.92967771701
89,1,0.9,2.3797791589855914,0.38334954699692075,0.6315186314988293,1.8002261687126295,0.6615629672036002,0.6139458063312602,266.9997833340003,267.95903962400007,268.5598576100001,7160.954066805003,8881.04093925,7564.578153123992
90,1,0.91,3.0291732421270665,0.3759561454723112,0.8170442741270335,2.4476483999199803,0.8613862736157444,0.9942881356463721,263.3912808750001,263.1305370979999,264.80886135999936,7317.064095393987,8664.774514428995,8377.332391253993
91,1,0.92,3.888766866222504,0.3755335631087244,1.0478622433983895,3.309623198395562,1.1489980633200023,1.7068009690581343,266.37077635900005,266.06939092599987,266.74909312599993,6927.835779851012,7646.459508461994,8389.682685295003
92,1,0.93,4.917935456379006,0.5085401333916999,1.220511492864342,4.346066565097758,1.5675452248828705,2.687775919154621,269.76481003199933,268.0434761009992,271.1305568649996,6478.429022398981,8508.007104196004,8576.434172840993
93,1,0.94,6.329459664676055,0.7616336836416149,1.2720474893766027,5.770219705514932,2.157563883091133,3.644353675058,267.58856822300004,261.1636476950007,262.7505357829996,6367.876792353985,9059.381098408994,8611.082065968003
94,1,0.95,8.279482012236121,1.220235763004739,1.1846967085718088,7.738674155494528,3.0139465008701887,3.1627711568971466,267.4476791120005,268.1119546659993,267.6211406299999,6407.284066996013,8758.309810552993,8557.100652522
95,1,0.96,11.461086645463814,1.6282860254232825,,10.944942025486064,4.25250604916272,,263.03850609799974,261.6748954679997,255.17301,6499.360054028017,8911.445964522005,4129.474656
96,1,0.97,16.31408996580218,1.9279937418750461,50.721649224499565,15.829237029928029,6.332481234563952,25.68648751803399,260.71097848499994,259.99996481200014,837.4379427469994,6473.409392542992,9157.758753862,9704.601188990013
97,1,0.98,26.20129487512837,0.8106436402788163,39.04153789657112,25.754719927765755,10.384224086573338,35.46826158704046,263.15407253300054,261.52440521300014,747.2466862300007,6335.140618808015,8824.501919741015,9659.363408339006
98,1,0.99,45.72545917882194,11.154592476199356,55.90158007987951,45.324459366774626,24.957354403144443,55.84043422908977,261.7040782999993,261.2761315990001,998.4904677880004,6362.775486825994,8906.95315941301,8269.588298999006
